file_name,main_class,resolution,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
s1_100.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,251.238,23.496,-6.863,48.042,0.413,0.019
s1_39.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,251.656,20.326,-7.133,53.983,0.469,0.03
s1_4.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,247.081,32.107,-4.393,18.769,0.833,0.055
s1_40.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,251.166,20.928,-7.066,54.206,0.719,0.043
s1_44.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,248.908,29.222,-5.175,26.389,0.62,0.038
s1_46.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,249.61,26.836,-5.491,30.254,0.616,0.036
s1_49.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,252.274,19.932,-8.142,67.968,0.364,0.015
s1_85.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,249.976,27.639,-6.097,37.559,0.524,0.019
s1_86.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.048,26.513,-5.639,31.141,0.482,0.023
s1_90.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.181,24.563,-5.903,36.096,0.628,0.044
s1_91.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,249.766,28.397,-5.791,33.112,0.514,0.025
s1_92.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.768,25.161,-6.467,41.989,0.462,0.022
s1_93.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.339,26.2,-6.126,37.503,0.545,0.026
s1_94.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.808,25.556,-6.582,43.26,0.478,0.02
s1_95.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,251.637,21.976,-7.203,52.745,0.411,0.021
s1_96.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.317,26.737,-6.192,38.395,0.451,0.015
s1_97.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.292,25.246,-6.15,38.58,0.561,0.025
s1_98.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,245.087,35.309,-3.857,14.214,1.013,0.073
s1_99.tif,Canon120-1,150,Canon120-1_150,1240,1752,0.708,6366.8,250.243,25.821,-6.449,42.263,0.907,0.021
s1_63.tif,Canon120-1,300,Canon120-1_300,2480,3508,0.707,25495.07,247.528,30.013,-5.004,24.424,1.83,0.017
s3_100.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.177,23.471,-6.843,47.421,0.58,0.018
s3_11.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,248.666,29.1,-5.046,25.021,0.788,0.049
s3_15.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,249.669,26.772,-5.72,32.658,0.86,0.038
s3_19.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.781,24.128,-6.442,41.502,0.769,0.024
s3_22.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,253.357,14.768,-10.639,116.93,0.479,0.011
s3_31.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,244.784,34.638,-3.724,12.96,1.403,0.066
s3_37.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.428,25.603,-6.223,38.599,0.731,0.024
s3_38.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.723,20.622,-7.247,53.662,0.678,0.021
s3_43.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.652,20.514,-7.07,51.362,0.611,0.026
s3_51.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.666,23.203,-6.054,37.209,0.642,0.032
s3_59.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,247.034,32.19,-4.342,18.131,0.967,0.037
s3_6.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,253.269,14.944,-10.212,108.262,0.45,0.012
s3_64.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,246.763,32.807,-4.288,17.162,1.264,0.027
s3_67.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,231.942,34.131,-1.693,3.82,2.608,0.017
s3_69.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.588,21.414,-7.236,53.291,0.689,0.022
s3_70.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,243.464,38.474,-3.61,11.991,1.447,0.08
s3_72.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,249.106,29.048,-5.365,28.259,0.724,0.035
s3_75.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,252.09,18.239,-7.69,62.357,0.802,0.021
s3_76.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.807,19.652,-8.125,69.002,0.849,0.012
s3_77.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,247.332,30.736,-4.427,19.292,1.027,0.048
s3_78.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,248.721,25.979,-5.5,31.318,1.222,0.032
s3_79.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.761,23.255,-6.463,42.759,0.729,0.028
s3_80.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.434,24.91,-6.285,39.506,0.857,0.034
s3_81.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,248.48,29.431,-4.994,24.474,0.928,0.038
s3_82.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.543,22.92,-7.366,54.311,0.629,0.014
s3_83.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,249.712,27.057,-5.627,31.419,0.679,0.036
s3_84.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,252.3,17.554,-8.674,80.137,0.727,0.019
s3_85.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.073,26.818,-6.08,37.181,0.677,0.019
s3_86.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.102,25.858,-5.678,31.503,0.719,0.023
s3_87.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.496,24.897,-6.187,38.154,0.777,0.027
s3_88.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.146,24.196,-5.722,33.854,0.829,0.025
s3_89.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,248.362,29.269,-4.924,24.003,0.853,0.046
s3_90.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.329,24.18,-6.023,37.206,0.762,0.044
s3_91.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,249.944,27.494,-5.875,33.944,0.674,0.024
s3_92.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.865,24.511,-6.566,43.091,0.651,0.022
s3_93.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.465,25.274,-6.248,39.004,0.773,0.026
s3_94.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.9,24.718,-6.68,44.425,0.699,0.019
s3_95.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,251.81,21.233,-7.422,55.846,0.484,0.021
s3_96.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.316,26.147,-6.158,37.867,0.696,0.015
s3_97.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.395,24.514,-6.228,39.613,0.726,0.025
s3_98.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,245.554,34.553,-4.012,15.332,1.155,0.073
s3_99.tif,Canon220,150,Canon220_150,1240,1752,0.708,6366.8,250.403,24.89,-6.602,43.885,1.082,0.021
s4_1.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,248.23,30.811,-4.911,23.367,0.744,0.03
s4_100.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.406,22.393,-6.966,49.74,0.439,0.019
s4_12.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.255,18.186,-8.306,72.055,0.66,0.016
s4_17.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.047,20.892,-6.246,41.087,0.626,0.036
s4_28.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.07,252.468,18.943,-8.485,73.901,0.427,0.014
s4_36.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.313,22.854,-6.883,48.045,0.445,0.02
s4_44.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.389,26.968,-5.373,29.022,0.659,0.038
s4_52.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,238.02,35.784,-1.814,1.982,1.298,0.011
s4_54.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.748,20.428,-7.399,57.395,0.45,0.013
s4_56.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,245.502,29.871,-4.309,19.969,1.301,0.044
s4_59.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,247.142,31.629,-4.336,18.25,0.819,0.037
s4_60.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.678,21.331,-7.146,51.986,0.405,0.019
s4_61.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.227,18.118,-7.655,61.705,0.443,0.022
s4_62.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.613,27.11,-5.456,29.535,0.565,0.027
s4_63.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,247.739,28.986,-4.943,24.096,1.63,0.031
s4_64.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,246.82,33.698,-4.342,17.617,0.98,0.027
s4_65.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,246.99,32.967,-4.311,17.448,0.778,0.036
s4_66.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,246.34,35.005,-4.072,15.229,0.698,0.022
s4_67.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,230.09,36.003,-1.485,2.674,2.456,0.016
s4_68.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.75,28.698,-5.938,35.028,0.506,0.02
s4_69.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.791,20.253,-7.33,55.981,0.498,0.022
s4_7.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.044,19.155,-7.436,57.23,0.458,0.022
s4_70.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,244.162,35.842,-3.633,12.524,1.199,0.081
s4_71.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.349,16.958,-7.488,59.072,0.449,0.023
s4_72.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.16,28.261,-5.349,28.541,0.624,0.036
s4_73.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,247.371,31.916,-4.642,21.066,0.882,0.039
s4_74.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.059,17.722,-7.412,59.665,0.485,0.022
s4_75.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.331,17.061,-7.594,62.252,0.504,0.021
s4_76.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.113,19.078,-8.313,72.864,0.53,0.012
s4_77.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,247.716,28.449,-4.36,19.165,0.916,0.048
s4_78.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,248.524,24.545,-5.299,30.18,1.137,0.033
s4_79.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.936,21.854,-6.535,45.177,0.601,0.028
s4_80.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.884,22.414,-6.402,42.637,0.659,0.034
s4_81.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.052,25.957,-4.947,25.142,0.753,0.037
s4_82.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.66,22.567,-7.446,56.001,0.427,0.015
s4_83.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.847,25.718,-5.613,31.856,0.637,0.037
s4_84.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,252.276,16.898,-8.661,81.89,0.677,0.018
s4_85.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,249.954,26.961,-5.979,36.278,0.561,0.02
s4_86.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.242,25.442,-5.737,32.47,0.505,0.023
s4_87.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.676,23.921,-6.207,39.007,0.584,0.027
s4_88.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.264,23.49,-5.609,32.83,0.622,0.025
s4_89.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,248.572,27.58,-4.855,23.712,0.796,0.046
s4_90.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.582,22.569,-6.154,40.01,0.645,0.043
s4_91.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.125,26.594,-5.958,35.43,0.533,0.024
s4_92.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.06,23.531,-6.629,44.551,0.457,0.022
s4_93.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.664,24.267,-6.295,40.221,0.581,0.027
