file_name,main_class,resolution,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
s4_94.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.076,23.959,-6.762,46.166,0.499,0.02
s4_95.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,251.863,20.343,-7.395,56.375,0.462,0.021
s4_96.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.347,26.107,-6.144,37.976,0.502,0.015
s4_97.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.501,23.604,-6.183,39.782,0.581,0.025
s4_98.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,246.104,31.718,-4.032,16.044,1.048,0.073
s4_99.tif,Canon9000-1,150,Canon9000-1_150,1240,1754,0.707,6374.08,250.772,23.981,-6.77,47.241,0.661,0.021
s5_100.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.885,19.505,-7.477,58.609,0.523,0.014
s5_40.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.023,21.345,-6.963,51.828,0.799,0.024
s5_41.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,245.155,38.641,-4.087,15.49,0.907,0.027
s5_42.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,247.398,32.914,-4.461,18.699,0.828,0.013
s5_43.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.53,21.459,-7.031,50.323,0.568,0.016
s5_44.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.074,28.982,-5.299,27.459,0.708,0.021
s5_45.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.727,23.996,-6.321,40.164,0.698,0.017
s5_46.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.718,26.951,-5.633,31.531,0.67,0.022
s5_47.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.43,21.103,-6.15,41.354,0.981,0.033
s5_49.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,252.24,20.008,-8.197,68.235,0.477,0.009
s5_50.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.59,25.086,-6.329,40.431,0.577,0.011
s5_51.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.449,24.014,-5.984,36.29,0.676,0.019
s5_52.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,238.014,36.123,-1.876,2.302,1.422,0.007
s5_53.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.809,26.132,-5.555,31.054,0.727,0.012
s5_54.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.873,19.949,-7.51,58.338,0.557,0.008
s5_55.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,247.506,24.601,-4.363,22.126,1.247,0.017
s5_56.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,245.312,31.595,-4.291,18.991,1.362,0.024
s5_57.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.323,25.205,-5.939,34.962,0.668,0.015
s5_58.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.777,20.193,-7.094,51.342,0.514,0.015
s5_59.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,246.847,33.131,-4.301,17.594,0.885,0.021
s5_60.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.509,22.55,-7.041,49.528,0.462,0.011
s5_61.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,252.014,19.757,-7.561,58.505,0.526,0.013
s5_62.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.382,28.515,-5.401,28.451,0.621,0.016
s5_63.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,247.291,30.115,-4.895,23.317,1.751,0.017
s5_64.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,246.367,34.902,-4.252,16.728,1.068,0.015
s5_65.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,246.597,34.617,-4.256,16.762,0.869,0.021
s5_66.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,246.16,35.953,-4.081,15.231,0.756,0.013
s5_67.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,229.977,36.705,-1.534,2.703,2.563,0.01
s5_68.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.574,29.666,-5.799,32.81,0.555,0.013
s5_69.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.541,21.958,-7.201,52.533,0.605,0.013
s5_70.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,243.427,39.354,-3.594,11.739,1.216,0.047
s5_71.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,252.156,18.917,-7.601,59.274,0.488,0.014
s5_72.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,248.997,29.815,-5.325,27.602,0.645,0.02
s5_73.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,247.061,33.358,-4.585,20.139,0.978,0.023
s5_74.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.743,20.385,-7.356,56.838,0.633,0.011
s5_75.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.962,19.957,-8.227,69.998,0.682,0.007
s5_76.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,247.277,30.828,-4.394,18.973,0.977,0.026
s5_77.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,248.372,26.432,-5.367,29.929,1.161,0.018
s5_78.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.576,23.91,-6.403,41.894,0.757,0.016
s5_79.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.535,24.495,-6.283,39.744,0.72,0.018
s5_80.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,248.593,28.839,-4.995,24.656,0.862,0.028
s5_81.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.49,23.459,-7.316,53.344,0.548,0.008
s5_82.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.492,27.983,-5.548,30.286,0.694,0.021
s5_83.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,252.176,17.965,-8.528,77.412,0.688,0.012
s5_84.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.984,27.239,-5.993,35.921,0.624,0.011
s5_85.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.077,26.351,-5.662,31.207,0.577,0.013
s5_86.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.482,25.444,-6.158,37.581,0.619,0.015
s5_87.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.004,24.937,-5.613,32.21,0.751,0.014
s5_88.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,248.098,30.253,-4.853,23.066,0.884,0.027
s5_89.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.22,24.856,-5.959,36.033,0.7,0.024
s5_90.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,249.892,27.915,-5.858,33.609,0.619,0.013
s5_91.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.844,24.949,-6.527,42.371,0.52,0.013
s5_92.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.443,25.905,-6.222,38.378,0.619,0.015
s5_93.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.857,25.165,-6.643,43.743,0.622,0.011
s5_94.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.675,21.883,-7.327,54.101,0.516,0.012
s5_95.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.242,26.768,-6.088,36.835,0.55,0.008
s5_96.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.24,25.209,-6.109,37.902,0.678,0.014
s5_97.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,245.528,35.004,-3.998,15.109,1.033,0.044
s5_98.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,250.529,25.141,-6.619,44.132,0.829,0.012
s5_99.tif,Canon9000-2,300,Canon9000-2_300,2480,3508,0.707,25495.07,251.22,23.613,-6.833,46.875,0.504,0.011
s6_69.tif,EpsonV370-1,150,EpsonV370-1_150,1236,1754,0.705,6353.53,250.077,21.231,-6.442,43.544,1.768,0.024
s6_90.tif,EpsonV370-1,150,EpsonV370-1_150,1236,1754,0.705,6353.53,249.011,23.661,-5.473,31.755,1.711,0.045
s6_62.tif,EpsonV370-1,300,EpsonV370-1_300,2480,3508,0.707,25495.07,246.865,29.625,-4.976,24.284,2.14,0.016
s6_78.tif,EpsonV370-1,300,EpsonV370-1_300,2480,3508,0.707,25495.07,245.047,28.032,-4.575,22.345,2.521,0.019
s6_86.tif,EpsonV370-1,300,EpsonV370-1_300,2480,3508,0.707,25495.07,247.683,27.838,-5.282,27.47,2.065,0.013
s7_58.tif,EpsonV370-2,150,EpsonV370-2_150,1236,1754,0.705,6353.53,250.418,20.03,-6.169,40.109,1.544,0.028
s7_62.tif,EpsonV370-2,150,EpsonV370-2_150,1236,1754,0.705,6353.53,247.975,28.204,-4.955,24.297,1.622,0.03
s7_65.tif,EpsonV370-2,150,EpsonV370-2_150,1236,1754,0.705,6353.53,245.586,33.907,-4.064,15.47,1.601,0.038
s7_66.tif,EpsonV370-2,150,EpsonV370-2_150,1236,1754,0.705,6353.53,244.655,37.075,-3.896,13.791,1.686,0.024
s7_75.tif,EpsonV370-2,150,EpsonV370-2_150,1236,1754,0.705,6353.53,251.12,18.315,-6.712,48.198,1.412,0.023
s7_79.tif,EpsonV370-2,150,EpsonV370-2_150,1236,1754,0.705,6353.53,249.446,23.528,-5.682,33.982,1.489,0.031
s8_63.tif,EpsonV39-1,150,EpsonV39-1_150,1240,1754,0.707,6374.08,246.835,29.521,-4.811,22.878,1.977,0.032
s8_72.tif,EpsonV39-1,150,EpsonV39-1_150,1240,1754,0.707,6374.08,248.723,29.618,-5.257,27.413,0.789,0.036
s8_79.tif,EpsonV39-1,150,EpsonV39-1_150,1240,1754,0.707,6374.08,250.459,23.471,-6.294,41.419,0.776,0.029
s8_83.tif,EpsonV39-1,150,EpsonV39-1_150,1240,1754,0.707,6374.08,249.304,27.48,-5.461,29.941,0.813,0.037
s8_100.tif,EpsonV39-1,300,EpsonV39-1_300,2480,3508,0.707,25495.07,250.68,24.993,-6.696,44.953,0.915,0.011
s8_97.tif,EpsonV39-1,300,EpsonV39-1_300,2480,3508,0.707,25495.07,249.567,27.067,-5.954,35.779,1.047,0.014
s8_98.tif,EpsonV39-1,300,EpsonV39-1_300,2480,3508,0.707,25495.07,244.087,38.44,-3.832,13.619,1.381,0.044
s8_99.tif,EpsonV39-1,300,EpsonV39-1_300,2480,3508,0.707,25495.07,249.904,26.813,-6.4,41.004,1.126,0.012
s9_16.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,248.826,25.721,-4.996,25.691,1.103,0.045
s9_31.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,244.033,34.794,-3.606,12.337,1.579,0.066
s9_43.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,251.363,20.892,-6.842,48.739,0.708,0.026
s9_58.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,251.348,20.124,-6.809,48.423,0.87,0.026
s9_76.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,251.79,19.858,-8.079,68.848,0.79,0.012
s9_85.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,249.726,27.485,-5.986,36.375,0.792,0.02
s9_98.tif,EpsonV39-2,150,EpsonV39-2_150,1240,1754,0.707,6374.08,244.82,34.502,-3.86,14.463,1.369,0.074
s9_100.tif,EpsonV39-2,300,EpsonV39-2_300,2480,3508,0.707,25495.07,250.653,24.942,-6.691,44.913,0.944,0.011
s9_74.tif,EpsonV39-2,300,EpsonV39-2_300,2480,3508,0.707,25495.07,251.364,21.037,-7.235,54.477,0.88,0.014
s9_78.tif,EpsonV39-2,300,EpsonV39-2_300,2480,3508,0.707,25495.07,247.463,28.516,-5.202,27.905,1.522,0.018
s9_99.tif,EpsonV39-2,300,EpsonV39-2_300,2480,3508,0.707,25495.07,249.928,26.686,-6.41,41.168,1.119,0.012
s10_26.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,250.651,22.318,-6.652,44.984,1.37,0.022
s10_35.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,247.844,31.093,-4.962,23.826,1.403,0.029
s10_36.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,250.688,22.82,-6.705,45.65,1.291,0.021
s10_41.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,244.983,36.832,-4.108,16.031,1.512,0.051
s10_46.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,249.234,25.181,-5.536,31.363,1.495,0.037
s10_50.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,249.637,25.948,-6.18,38.488,1.455,0.02
s10_57.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,250.077,24.028,-5.831,34.25,1.162,0.028
s10_60.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,251.041,21.413,-6.912,48.688,1.242,0.02
s10_73.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,246.551,32.024,-4.499,19.718,1.666,0.041
s10_79.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,250.089,22.59,-6.199,40.523,1.409,0.03
s10_98.tif,EpsonV550,150,EpsonV550_150,1239,1754,0.706,6368.94,245.134,32.445,-3.907,14.967,1.796,0.074
s11_96.tif,HP,300,HP_300,2481,3471,0.715,25236.34,237.515,24.045,-5.59,31.734,3.068,0.008
